id;ruolo;nome;squadra;partiteGiocate;mediaVoto;mediaFantaVoto;goalFatti;goalSubiti;rp;rc;r+;r-;assist;asf;ammonizioni;espulsioni;autoGoal;isFavorite
2180;D;KARSDORP;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2181;D;PALOMINO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2188;C;MARUSIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2192;D;BONIFAZI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2194;C;CALHANOGLU;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2195;A;OUNAS;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2196;A;GALABINOV;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2197;D;CASTAGNE;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2200;C;DOUGLAS COSTA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2201;C;UNDER;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2205;C;BERENGUER;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2208;D;JAROSZYNSKI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2209;C;LUCAS LEIVA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2211;P;SILVESTRI;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2213;C;CASSATA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2214;D;KOLAROV;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2215;C;VERETOUT;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2244;C;DEL PINTO;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2252;D;MARCHIZZA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2263;C;LAZZARI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2264;C;MORA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2265;C;SCHIATTARELLA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2271;P;NICOLAS;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2279;D;ROMAGNA;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2280;D;NUYTINCK;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2284;A;CAICEDO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2285;D;BANI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2286;C;CROCIATA;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2287;C;RAMIREZ;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2288;D;N'KOULOU;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2289;D;DALBERT;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2290;C;EYSSERIC;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2296;D;MANCINI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2297;P;ROSSI F.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2302;C;BEHRAMI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2304;A;SALCEDO E.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2309;D;PEZZELLA GER.;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2315;D;STRYGER LARSEN;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2316;C;ZANELLATO;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2318;D;ROGERIO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2325;A;KARAMOH;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2327;A;STEPINSKI;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2334;C;LERIS;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2335;D;LUIZ FELIPE;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2355;D;MARLON;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2357;C;CYPRIEN;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2378;C;PASTORE;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2379;C;RABIOT;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2391;C;EKDAL;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2392;C;WALACE;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2409;A;RIBERY;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2414;C;VIDAL;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2468;P;OSPINA;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2472;C;RAMSEY;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2475;A;SANCHEZ;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2489;A;PEDRO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2525;D;DARMIAN;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2529;C;MKHITARYAN;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2530;A;IBRAHIMOVIC;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2531;A;LUKAKU;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2556;C;ERIKSEN;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2572;D;GODIN;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2610;A;RONALDO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2625;C;SORIANO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2633;D;KJAER;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2639;C;BAKAYOKO;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2653;D;LYKOGIANNIS;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2659;C;DABO;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2664;D;EL YAMIQ;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2692;C;CASTILLEJO;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2703;C;ADRIEN SILVA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2707;D;YOUNG;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2719;A;BARROW;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2722;P;RAVAGLIA F.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2724;D;BUONGIORNO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2725;C;CALIGARA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2726;C;DANZI;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2728;D;PELLEGRINI LU.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2733;C;SANOGO;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2739;D;RECA;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2741;C;PESSINA;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2743;A;SANTANDER;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2744;C;SVANBERG;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2745;D;CALABRESI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2746;D;DIJKS;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2747;D;PAZ;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2758;D;GUNTER;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2759;D;CRISCITO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2762;A;KOUAME';Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2764;A;MARTINEZ L.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2766;C;ZANIOLO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2769;D;MAGNANI;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2770;P;PROTO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2773;A;SPROCATI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2775;C;RUIZ;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2776;A;YOUNES;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2779;C;KLUIVERT;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2781;P;FUZATO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2784;D;COLLEY;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2788;D;BREMER;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2789;C;MEITE';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2790;P;ROSATI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2792;P;MUSSO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2794;A;MICIN;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2795;D;TER AVEST;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2798;P;DINI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2801;D;IACOPONI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2804;C;SCOZZARELLA;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2814;P;PROVEDEL;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2815;P;TERRACCIANO;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2816;D;DI LORENZO;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2818;C;BENNACER;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2819;A;CAPUTO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2825;C;BOURABIA;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2826;A;PUSSETTO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2832;A;BOGA;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2833;C;KULUSEVSKI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2835;C;KINGSLEY;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2839;C;SOTTIL;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2841;A;VLAHOVIC;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2845;P;CONTINI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2848;C;FRATTESI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2852;C;RICCARDI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2853;A;MONCINI;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2854;C;BRADARIC;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2855;C;VIEIRA;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2857;C;TRAORE' HJ.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2860;D;MALCUIT;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2865;D;AINA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2869;D;DJIDJI;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2870;D;TROOST-EKONG;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2871;D;KLAVAN;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
2873;A;TEODORCZYK;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4160;D;HAKIMI;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4237;D;DANILO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4242;D;DALOT;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4245;D;SMALLING;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4249;C;PEREIRA A.;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4285;C;ARTHUR;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4287;C;LOBOTKA;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4292;D;HERNANDEZ T.;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4307;D;ROMERO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4322;C;PAQUETA';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4323;D;ZEEGELAAR;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4324;A;OKAKA;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4327;C;OLIVA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4330;C;LERAGER;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4331;D;IBANEZ;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4332;D;DEMIRAL;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4333;A;DESPODOV;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4335;A;SCHIAPPACASSE;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4346;A;MILLICO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4349;C;NICOLUSSI CAVIGLIA;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4351;P;BRANCOLINI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4353;C;MONTIEL;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4359;A;PICCOLI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4365;D;CORBO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4366;D;ARMINI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4368;A;JUWARA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4370;C;PORTANOVA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4371;A;RASPADORI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4374;D;WALUKIEWICZ;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4377;C;CASTROVILLI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4384;C;JAGIELLO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4387;A;ADORANTE;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4388;A;ADEKANYE;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4390;C;ANDERSON D.;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4393;C;SCHOUTEN;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4397;D;VAVRO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4401;D;GABBIA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4403;D;CHABOT;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4404;C;THORSBY;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4406;D;TRIPALDELLI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4407;D;IGOR;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4409;D;RRAHMANI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4411;C;AGOUME;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4412;D;RODRIGO BECAO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4414;D;DENSWIL;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4415;A;SKOV OLSEN;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4419;P;PAU LOPEZ;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4420;D;BOCCHETTI;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4421;D;AUGELLO;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4422;D;TOMIYASU;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4423;C;HERNANI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4424;C;JONY;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4426;D;TOLJAN;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4427;C;MALINOVSKYI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4428;D;DE LIGT;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4431;P;CARNESECCHI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4435;A;COLLEY E.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4449;C;TONALI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4453;A;TORREGROSSA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4454;D;PINNA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4459;C;ROVELLA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4461;D;ZAPPA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4463;A;ESPOSITO;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4465;C;FAGIOLI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4479;C;ELMAS;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4487;D;FERIGRA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4489;A;RAUTI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4491;P;BERARDI A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4493;D;DAWIDOWICZ;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4494;D;EMPEREUR;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4495;D;KUMBULLA;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4498;C;HENDERSON L.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4500;A;DI CARMINE;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4501;C;OBIANG;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4510;A;RAFAEL LEAO;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4511;D;DUARTE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4512;C;SCHONE;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4514;C;NANDEZ;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4515;C;AGUDELO;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4517;A;LOZANO;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4519;D;CETIN;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4520;P;LETICA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4521;D;MULDUR;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4522;C;AMRABAT;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4523;P;AVOGADRI;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4529;D;ANKERSEN;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4530;D;KYRIAKOPOULOS;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4661;A;OSIMHEN;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4681;C;LOPEZ M.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4725;C;DEMME;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4751;D;TOMORI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4825;C;DIAZ B.;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4862;A;DIALLO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4867;P;TURATI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4869;C;DOMINGUEZ;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4881;D;CZYBORRA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4883;P;BREZA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4884;A;CARLES PEREZ;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4885;C;VILLAR;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4886;C;PEREIRO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4887;D;BELLANOVA;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4888;D;SUTALO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4890;C;TAMEZE;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4891;D;SOUMAORO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4892;C;SAELEMAEKERS;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4894;A;HARASLIN;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4895;D;YOSHIDA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4896;C;MALDINI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4897;D;PIROLA;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4899;D;SINGO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4917;D;PRODL;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4919;C;BALDURSSON;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4921;C;ASKILDSEN;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4923;A;COLOMBO;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4925;D;CARBONI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4929;P;CIOCCI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4934;D;LOVATO;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4935;C;LADINETTI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4938;A;MORO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4940;A;GAGLIANO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4945;D;CALAFIORI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4946;D;FRABOTTA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4948;A;VRIONI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4950;D;DALLE MURA;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4953;C;PALUMBO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4955;P;GORI P.;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4956;P;MANFREDINI;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4957;P;MONTIPO';Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4958;D;CALDIROLA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4959;D;FOULON;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4960;D;TUIA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4961;D;VOLTA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4962;A;IMPROTA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4963;A;INSIGNE R.;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4964;P;VICARIO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4965;C;MARIN;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4966;D;GIGLIOTTI;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4967;D;GOLEMIC;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4968;C;GOMELT;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4969;C;MUSTACCHIO;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4970;A;MESSIAS;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4972;D;VAGIANNIDIS;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4973;C;MCKENNIE;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4975;C;ESCALANTE;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4976;D;KALULU;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4977;P;RAVAGLIA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4978;C;DAMSGAARD;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4979;D;AYHAN;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4980;P;DESJARDINS;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4981;P;KRAPIKAS;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4982;D;ERLIC;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4983;D;FERRER;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4984;D;RAMOS;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4985;D;VIGNALI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4986;C;ACAMPORA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4987;C;BARTOLOMEI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4988;C;MAGGIORE;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4989;C;MASTINU;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4990;C;RICCI M.;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
